Word Order,Frequency_SSJ,Example_Sentence_SSJ,Frequency_SST,Example_Sentence_SST
OVOOVSV,1.0,"Najzaslužnejšim članom so za njihovo delo v društvu podelili priznanja , pohvalo pa so dobile tudi upokojenke za organizacijo pletiljskega krožka , ki deluje že več let .",0.0,0
OVOOVV,4.0,Ponižnemu razodeva svoje skrivnosti in ga ljubeče k sebi vleče in vabi .,1.0,in da te včasih prav kaj šokira kaj kaj ti reče recimo
OVOOVVO,1.0,Pet enot so namenili invalidom in jih temu primerno tudi opremili ter omogočili dostop na vozičkih .,0.0,0
OVOOVVOOVOVO,1.0,"Če lahko politiki očitamo pomanjkanje občutka za demokratično kulturo , ker je policijo opomnila , naj poišče svoja globoka grla , pa lahko policiji očitamo nepremišljeno in težko razumljivo poslušanje namigov politike , naj poišče prave krivce za neprijetne novinarske prispevke .",0.0,0
OVOOVVV,1.0,"Tokrat vam bomo predstavili dve novosti : Lepotico pod krinko si že lahko ogledate v vašem kinu , na Forresterjevo odkritje pa bo treba počakati še slab teden dni .",0.0,0
OVOOVVVOSVO,1.0,"Z zmago bi si že petič zapored priigral naziv igralca leta , če pa mu spodleti , se utegne zgoditi , da mu tekmeci ne bodo prisodili laskave lovorike .",0.0,0
OVOS,6.0,"Kaj bo Ircem državljanstvo v državi NSK , in to prav zdaj ?",0.0,0
OVOSV,5.0,"Najbrž mi ne bo treba , saj sta jih Hartliebova gotovo že prečesala .",0.0,0
OVOSVO,1.0,"» Pomoči prve vrste ne potrebujemo , saj nas vsi tovrstni ' humanitarci ' še vedno uvrščajo v Jugoslavijo , zato smo pomoči deležni kot del nekdanje Jugoslavije , ne kot samostojna država . «",0.0,0
OVOSVOOV,1.0,"In zaradi nekega razloga , ki ga še ni povsem dojela , ji je obisk pri Bonnie , če kaj , le še povečal ta občutek , nikakor pa ga ni zmanjšal .",0.0,0
OVOSVOVOSVVOVVO,1.0,"Naj se vam ne bo težko povzpeti na kako bližnjo manjšo vzpetino in če vas prijatelj ali prijateljica povabita na kolesarski izlet , mu ( ji ) nikar ne dajte košarice , če pa košarica že mora biti , naj bo tista , ki jo pritrdite na kolo in v katero lahko položite nahrbtnik s sendvičem , jabolkom in sokom .",0.0,0
OVOSVSV,1.0,"Četrtinski ali kontrolni delež ( 25 odstotkov in ena delnica ) Telekoma Avstrija AG so namreč prodali italijanskemu kupcu Telecom Italia za 27,2 milijarde šilingov , kar je najmanj dvakrat več , kot je avstrijska pošta pričakovala ob razpisu .",0.0,0
OVOSVSVVSVS,0.0,0,1.0,lahko si jo ogledamo ali od znotraj ali pa tudi samo od zunaj ker jaz navadno naredim eem vrtovi so zelo zanimivi tam so recimo različni vodnjaki zadaj je tudi živalski vrt labirint in tako naprej
OVOSVV,1.0,"Njegova naloga je , da človeštvo prepriča o blagoslovu gensko manipuliranih organizmov , kar Kern tudi gostobesedno počenja , ko govori o ogromnih zmogljivostih biotehnologije .",0.0,0
OVOSVVOVSO,1.0,"Dokler vino pijemo v zmernih količinah , na primer kozarček na dan po obroku , nas vino res krepi , ko pa prestopimo mejo zmernega uživanja , ima vino ravno nasprotni učinek na naše zdravje .",0.0,0
OVOSVVS,1.0,"Drogo izpostavijo ustrezni temperaturi , zato po določenem času popki in listi počrnijo , nastane pa tudi eterično olje , ki je vzrok za prijetno aromo črnega čaja .",0.0,0
OVOV,41.0,"Skoraj vse kadre , strokovnjake smo v primerjavi s konkurenco , ki je kupovala integratorje , vzgojili sami .",28.0,in si zapišete prva bivališča nekje jih beležimo v mlajši kameni dobi
OVOVO,15.0,Enega je vložil v pištolo in jo nameril taksistu v glavo .,1.0,če mene vprašate vam povem svojo lastno oceno ja
OVOVOOV,1.0,• » TRIKOTNA SHEMA « ( IZ POLJA TI PODAM ŽOGO - PODAŠ MI JO » NA MREŽO « - GREM V NAPAD ),0.0,0
OVOVOOVO,1.0,"Nekoč je natakarja nahrulila z besedami , da naj ji takoj prinese kakšno krepko pijačo in da naj enako pijačo prinese še njenim prijateljem .",0.0,0
OVOVOOVOVO,1.0,"Od nekdaj ga je zanimalo , kako si v življenju organiziraš tisto , kar si želiš , in si sam , neodvisno od drugih , krojiš usodo .",0.0,0
OVOVOOVOVOV,0.0,0,1.0,namreč vsakič ko je ko jo nahruli ji potem pošlje še neki mail da v bistvu to dela samo zato ker jo testira in zato da jo bo izuril v nekaj boljšega lepšega
OVOVOOVSOV,1.0,"Vendar mi liže sol z dlani kot udomačen srnjak in požira me z velikimi vlažnimi očmi in mi pripoveduje oh Jana , če bi bila jaz tâk pametna kâj ti , tâk sem ti nevoščljiva , čuj .",0.0,0
OVOVOSVO,0.0,0,1.0,in eee danes je tudi čas za to da vas pozdravimo da vam zaželimo srečno in zdravo to sredo in še en kratek vicek preden [name:personal] m- pove svoje o cestah in vremenu
OVOVOSVOOOV,1.0,"Če pa jih ne poznate , naj vam dajo te podatke tiste službe , ki poročajo to Vladi in ki podatke imajo .",0.0,0
OVOVOSVSOSVSVV,1.0,"To počnem še danes , saj se mi vedno znova primeri , da me kdo iz časopisne redakcije povpraša na primer , kakšna je časovna razlika med Madridom in Ljubljano ali pa , kot me je nekdo z več kot srednješolsko izobrazbo pred leti vprašal , kakšen letni čas je tam v Sloveniji , prepričan , da sem na drugi polobli .",0.0,0
OVOVOSVVOOV,1.0,"Kadar si umivate lase , pazite , da vam voda ne zaide v ušesa , zato v vsako uho vtaknite kosem vate , namočene v vazelin , ki jo potem odstranite .",0.0,0
OVOVOSVVOVOOV,1.0,"Zato bi vas prosila , da to podprete ; torej v korist tistim podjetjem , ki so sama , ne glede na to , da bi jih kdo prisiljeval , že začela investicije in so vložila precejšnja sredstva za odstranjevanje lastnih odpadkov , ki jih najbolje poznajo .",0.0,0
OVOVOV,2.0,"Vabe nanizamo na ribiško vrvico po 20 do 25 kom in jih na obeh koncih pritrdimo na paličice , ki jih potisnemo v tla .",5.0,ja in pol ga ko ga slišim ko ga poslušam ko ga razumem
OVOVOVO,3.0,"Večini pravil halal ne mučiti živali pred ubojem in med zakolom samim , ne ubijati živali z udarcem po glavi ali elektrošokom je zadoščeno s sodobnimi veterinarskimi predpisi ali pa so ne pripravljati noža za ubijanje pred očmi živali samoumevna v industrijskih obratih .",0.0,0
OVOVOVOSVOVO,1.0,"Tej edinstveni sestavi , ki izboljša čvrstost kože , vidno zmehča starostne in mimične gube ter zmanjša temne kolobarje pod očmi , so dodani še optični difuzerji , ki takoj po nanosu osvetlijo kožo okoli oči in zakrijejo nepravilnosti na njej .",0.0,0
OVOVOVOV,1.0,"Tako je npr. zelo koristno , če prejemnike svojih poštnih sporočil povabite na prebiranje svojega bloga , v blogu pa jih povabite , da se naročijo na vaše e - novice in jih npr. prek RSS-a obvestite o vseh teh stvareh .",1.0,ja samo če si moraš še planinske šolje vzeti pa vetrovko pa še nekaj jesti pa nekaj pijačo dobro pijačo vodo še si natočiš eee tako da se vse tote stvari
OVOVOVOVOVS,1.0,"Takrat sem noge malomarno dvignil in jih položil na naslonjalo stola pred sabo , čeprav tega nisem nikoli počel , vedno mi je šlo na živce , kadar so to počeli drugi .",0.0,0
OVOVOVS,3.0,"Spomin na moža , ki ima med drugim velike zasluge za oblikovanje Posavskega muzeja v brežiškem gradu , bodo počastili z razstavo njegovih del , odprtje pa bo popestril koncert Glasbene šole Brežice .",0.0,0
OVOVOVSVO,1.0,"Vozniku , ki je uspešno opravil seminar o varnosti cestnega prometa , o čemer morajo senat za prekrške obvestiti vodje seminarjev , bodo od skupnega števila kazenskih točk odšteli štiri točke .",0.0,0
OVOVOVV,1.0,"Naj mu bo jasno , da nič ne pritiskate nanj , da mu ni treba , da bi vas še kdaj videl , če ne želi .",0.0,0
OVOVOVVO,1.0,"- Glede na to , da sem otroka šele danes pripeljala ponovno v vrtec po dopustu , me zanima , ali bi bilo smiselno , da ga še zadržim doma in preskočim morebitno okužbo ?",0.0,0
OVOVOVVOOV,1.0,"Če nam lahko odgovorite v tem zboru , zakaj tega niste dobili , ali pa eventualno , zakaj tega niste zahtevali , ali pa , če imate odgovor , zakaj tega niste dobili .",0.0,0
OVOVS,19.0,"Vsakega sodnika bodo poslej ocenjevali vsakih šest let , temu se ne bodo izognili niti sodniki svetniki , ki so bili doslej nedotakljivi .",3.0,in to tudi folk to so ga tako gledali ma mene je bilo tako sram
OVOVSOO,1.0,"* Če ste si poškodovali koleno , priporočajo zdravniki t. i. program PLOD ( počitek , led , obveza in dvig ) ( gl. NAVODILO , str. 160 ) .",0.0,0
OVOVSOOV,0.0,0,1.0,ja gor ti pride ne potlej ti ima že vse isti okus se meni zdi
OVOVSOVVVO,0.0,0,1.0,ker če ne če to pustimo izvajalcu tudi če je oči pa me slučajno takrat ne bo mogel poklicati ali kar koli pa pol gre svojo pot
OVOVSS,1.0,"Poleg tega se mu zdi nenavadno , da je v gori podatkov , ki jih bodo zbirali popisovalci , edino vprašanje vere posebej kvalificirano .",1.0,njih je jasno potrebno pripeti kljub temu da statistika da jih je samo sedemdeset eem kakšna bila statistika od sedem pripetih otrok mmm tam je res neodgovorna no
OVOVSSVSV,0.0,0,1.0,eee da b- in dodatno nih- nobenemu ni dala dopusta tako da so one to vse i [name:personal] je delala celi dan in [name:personal] so delale celi dan
OVOVSSVV,1.0,"Najraje bi jim vsem padel krog vratu in jih blagoslovil ; ampak tok je bil ravno tam premočan , da bi bilo to mogoče , zato sem se moral zadovoljiti samo s hladnimi besedami hvaležnosti .",0.0,0
OVOVSV,2.0,"Leta 1997 so nam obljubili porušitev oziroma odkup vseh hiš na Griču , danes pa vidimo v predloženem načrtu , da naj bi nekaj domačij ostalo .",0.0,0
OVOVSVO,2.0,"Pravico voliti in biti voljen za člana občinskega sveta - predstavnika romske skupnosti imajo pripadniki te skupnosti , ki imajo volilno pravico .",1.0,eee to bi te bilo vse ven pobrati samo jaz sem to ne imela toliko časa
OVOVSVOOVVOS,1.0,"Darja Kapš : "" Tudi največjim in najbolj izkušenim velemojstrom postane pošteno vroče , če mi med partijo gledajo v globok izrez , sama pa med igro koketno ovijam pramen las okoli prsta in jim zrem v oči , "" je našla najbolj učinkovito orožje za dobre partije državna šahovska prvakinja .",0.0,0
OVOVSVOV,0.0,0,1.0,vam bom takoj vam bom povedal ja v to so povezave ja ampak bova videla bova en pojem našla
OVOVSVOVOSVO,1.0,"Bolj kot sámo rojstvo prvih zvezd , ki ga najbrž nikoli ne bo mogoče videti , astronome zanima nekaj drugega : radi bi posneli njihove zaslepljujoče eksplozije - kot da bi razneslo nekaj deset milijard današnjih sonc ! - čeprav bodo instrumenti prestregli zgolj mikroskopske soje .",0.0,0
OVOVSVOVVO,0.0,0,1.0,več energije pa meni se zdi da se ti res spremeni ta način kako gledaš na svet in na na ljudi okoli sebe na živali in se mi zdi da tudi vidiš hitreje neko izkoriščanje v taki ali pa drugačni obliki
OVOVSVVS,1.0,"» Če ga bomo čakali , pa nam grozi nevarnost , da umremo od lakote ! « je vztrajal Hong Tagu .",0.0,0
OVOVV,11.0,"Klinov , ki bi kazali nadaljevanje smeri , ni videti nikjer .",4.0,si mi povedala ja sem pa že vsem povedal da prideš
OVOVVO,4.0,"Na letališču so mi namreč ukradli denarnico , medtem ko sem čakala , da so iskali mojo prtljago …",1.0,enega sem našel ki m- ki je pred kratkim na Sveti Ani nekaj delal tam uredil trg pa to ne
OVOVVOOV,1.0,"V začetku jim nisem posvečal posebne pozornosti , sčasoma pa sem uvidel , da imajo večji učinek kot pridige , za mnoge so celo bolj učinkovite kot duhovne vaje ; zato se jih poslužujem "" ( MB XII 50 ) .",1.0,ta hip pa temu prav gotovo ni tako eee in najmanj kar pričakujemo pričakujemo enostavno dejstvo da se otroka njihove potrebe e e e njegove potrebe njegovo specifiko postavi v ospredje politik
OVOVVOOVVO,0.0,0,1.0,to me je ful prijelo da bi šah spet igrala e pa nimam nobenega ko bi šah z mano igral dan in noč da sem predobra pa da ni- nimam furma
OVOVVOSV,1.0,"A ko je Jordan prijel za roko in jo odvedel v zgradbo , se je spraševal , kako jim bo to sploh uspelo .",1.0,eee praviloma ob postavitvi diagnoze vsaj v naši ambulanti izvida ne pošiljamo po pošti ampak bolnika povabimo na razgovor eee saj v primeru iskanja informacij bolnika doma ali po spletu lahko pride do napačnih sklepov zato je bistveno da osnovne informacije o bolezni in zdravljenju bolnik dobi od zdravnika
OVOVVOV,0.0,0,2.0,eee na primer eee Rokovnjači od Jurčiča ki mi je bilo sploh spet spet mi je zoprno bilo ko sem notri eee am- nekaj slovenščine sem seveda naučil se
OVOVVOVO,0.0,0,1.0,eem bi zdaj kakšno okno zamenjala velikost spremenila eem pa seveda opremila notranjost eem tako ke bi jo rada
OVOVVOVOOVOVV,0.0,0,1.0,in to maso tudi posolimo vse hkrati zmešamo in potem pač pripravimo ponev na katero e damo olje in olje seveda primerno segrejemo potem z zajemalko e maso zlijemo na ponev in ustrezno pečemo
OVOVVOVOV,1.0,"Namazane dele rok ovijte v plastično folijo in oblogo pustite delovati dvajset minut , nato pa jo sperite z vodo in roke namažite s hranilno kremo .",0.0,0
OVOVVOVOVO,1.0,"Pri pouku bodo zapisane cilje dosegli in pridobljeno znanje bodo pri tehniškem dnevu uporabili tako , da bodo izdelali nov izdelek iz lesa po načrtu in pri tem upoštevali tehnološke in druge značilnosti lesa ter pravilno in varno uporabljali primerno orodje .",0.0,0
OVOVVOVS,1.0,"Koči so zgradili že davno pred prvo svetovno vojno ter ju pozneje dograjevali in posodabljali , sedanjo podobo pa je dobila Kamniška leta 1983 in Cojzova pet let pozneje .",0.0,0
OVOVVOVVOVO,1.0,"Črni čaj pridobijo tako , da liste po obiranju pustijo veneti , nato jih zvijejo ; tako natrgajo celične stene in omogočijo delovanje encimov .",0.0,0
OVOVVOVVSOVV,1.0,"Namesto da bi to političarko upošteval kot nevarnega nasprotnika in njene zahteve označil za neavstralske , je molčal in jo opogumil , saj je spregovorila o marsičem , kar je tudi njemu prihajalo na misel , vendar si ni upal z besedo pred avstralsko javnost .",0.0,0
OVOVVS,2.0,"Besedila in fotografije , ki slavijo lepoto Triglava , je za knjigo Triglav , Sveta gora Slovencev , ki je izšla pri Založbi Mladinska knjiga , izbral France Stele .",0.0,0
OVOVVSOV,1.0,"KRŠKO - Po informacijah , ki smo jih dobili v krški tovarni papirja in celuloze , sta v papirniškem delu v torek , ko to poročamo , obratovala dva stroja , tretjega naj bi pognali tega dne popoldne .",0.0,0
OVOVVSS,1.0,"Temu modelu , ki se je močno pregreval in so ga naredili le v 400 primerkih , je sledil model 250 in še nekaj drugih , med katerimi je bil najbolje sprejet model Snow - Twister .",0.0,0
OVOVVSVOV,1.0,"Domača opravila Ljubezen do dela Stari veslač , kaj dela in kaj pripoveduje , da je napravil Skepsa novega rodu Spomini na prvo čolnarjenje Vožnja s splavom George opravi stvar v stilu Stari čolnar , njegova metoda Tako miren , tako spokojen Začetnik Čolnarjenje z drogom Žalosten dogodek Radosti prijateljstva Jadranje , moja prva izkušnja Možen razlog , zakaj se nismo potopili",0.0,0
OVOVVV,3.0,"Met začnemo z dviganjem vrvice , ki jo dvigamo toliko časa , da se izravna in je brez vozlov .",1.0,tiste katere so pa uredili pa ponavadi jih niso uredili zato da bi v njih živeli ampak zato da imajo za okras
OVOVVVO,2.0,"Ekstremno resno so nam zabičali , da njihovih imen ne smemo javno objaviti , ker si pač ne želijo publicitete .",0.0,0
OVOVVVOOV,1.0,"Resda ste mi odsvetovali , da fanta iščem na tak način , in priznam , da z denarjem pritegneš raznovrstno svojat , ampak plakate bom vseeno obesila , ob vsakem kanalu , v vsakem baru , vsaki kavarni in muzeju .",0.0,0
OVOVVVOOVVSV,0.0,0,1.0,To rada počnem a ne da je sistem v kateri se in in da se mogoče na ta način malo challenge ameriškimi recimo da rečem Imam rada študenta a ne to se nekako se mi zdi da v Sloveniji se držiš mogoče bolj profesionalno bolj ta meja je bolj
OVOVVVOV,1.0,"Iz podjetja , ki sem ga sam ustanovil , so me na lep način izrinili , tako da sem se moral sprijazniti s splošnim tapetništvom , ki sem ga opravljal v lokalčku na zadnji strani svoje hiše .",0.0,0
OVOVVVSO,0.0,0,1.0,eee pravzaprav tam čeprav bi eno baje morala eno morala poznati eee zato ker je rekla da s- da je mama od enega mojega učenca da sem jaz bila njemu razredničarka [name:organisation]
OVOVVVVO,1.0,"V firmi pa so nas posiljevali s svojimi interesi in svojo robo , ki so jo kdo ve kje kupili , kdo ve po kakšni ceni , prodali pa naj bi jo čim dražje .",0.0,0
OVOVVVVS,2.0,"» Moškega , ki ustreza njegovemu opisu , so videli vstopiti na ladjo , preden je odplula v zaliv , torej domnevamo , da je gospod Ryan ena od žrtev . «",0.0,0
OVS,214.0,"Razstavo bo v petek , 7. maja , ob 19. uri odprl Ivo Bizjak , varuh človekovih pravic .",41.0,se vam zdi dodatni evro za rtv naročnino odveč
OVSO,1.0,"Večjo količino pomnilnika ima grafična kartica , večje resolucije barv in dimenzij zaslona je sposobna .",1.0,kje vam je bilo najlepše oziroma kateri vam je najljubši
OVSOOSVV,1.0,"Vzpostavitev povezave WLAN z Nokiino kartico zazna Windows kot običajno ožičeno povezavo krajevnega omrežja , zaradi česar nekaterih nastavitev , ki jih Nokiina programska oprema ne vključuje ( Windows pa jih ) sploh ni mogoče spreminjati .",0.0,0
OVSOOVSS,1.0,"Odslej me bodo blagrovali vsi rodovi , kajti velike reči mi je storil Mogočni in njegovo ime je sveto .",0.0,0
OVSOOVVS,1.0,"Kljub natančnim pojasnilom in opozorilom , katere dokumente potrebujejo njihovi delavci v postopku prijave v evidenco brezposelnih oseb in uveljavljanju pravic do denarnega nadomestila , so nam potrdila o višini prejete plače izročili šele konec novembra , je v uradno izjavo zapisala Karmen Potočnik , vodja domžalskega urada za delo .",0.0,0
OVSOS,1.0,"Na ameriškem touru ELPGA je ob koncu novembra na turnirju v West Palm Beachu svojo osmo zmago vpisala najboljša na svetu Annika Sorenstam , ki ji je bila to hkrati letošnja osma zmaga oz. 56. v karieri .",1.0,zdaj katalitični efekt pri dani rotacijski temperaturi smo definirali kot razliko v aktivacijski prosti energiji glede na to ravnotežno situacijo kadar je rotacijska temperatura enaka translacijski temperaturi v našem primeru je to tristo kelvinov
OVSOSVV,1.0,"Mesto so leta 447 uničili Huni , vendar ga je bizantinski cesar Justinijan v 6. stoletju obnovil in preimenoval v Triadico .",0.0,0
OVSOV,18.0,"Kaj bi pa ta bog rad , kaj sploh hoče od mene ?",5.0,ja zdaj če se če se vam zdi frizer če ga damo med nezasebne super
OVSOVO,3.0,"Mosce se v temi skorajda ni videlo , Riccio pa si je počrnil obraz kot Osa .",0.0,0
OVSOVOSVSVO,1.0,"Šešku ni uspelo le pri Iskri Števcih , kar se je podjetju maščevalo tako , da jih je Iskra Holding tožila za neplačevanje imena Iskra , čeprav so Števci ustanovili Iskro in njeno ime .",0.0,0
