Tree	Transformed_Tree	One	Two	Three	Pattern	Corpus
Ema <nsubj dobila >obj nagrado	['Ema <nsubj', 'dobila', '>obj nagrado']	S	V	O	SVO	SSJ
Ena <nsubj pripadata >obj družini	['Ena <nsubj', 'pripadata', '>obj družini']	S	V	O	SVO	SSJ
Enel <nsubj imel >obj delež	['Enel <nsubj', 'imel', '>obj delež']	S	V	O	SVO	SSJ
Erzberger <nsubj predloži >obj resolucijo	['Erzberger <nsubj', 'predloži', '>obj resolucijo']	S	V	O	SVO	SSJ
Eulerju <obj vid <nsubj poslabšal	['Eulerju <obj', 'vid <nsubj', 'poslabšal']	O	S	V	OSV	SSJ
Evalvacijo <obj pripravila >nsubj svetovalka	['Evalvacijo <obj', 'pripravila', '>nsubj svetovalka']	O	V	S	OVS	SSJ
Evolucija <nsubj ustvarja >obj vrste	['Evolucija <nsubj', 'ustvarja', '>obj vrste']	S	V	O	SVO	SSJ
Evropa <nsubj ogleduje >obj naličje	['Evropa <nsubj', 'ogleduje', '>obj naličje']	S	V	O	SVO	SSJ
Evropa <nsubj potrebuje >obj umetnost	['Evropa <nsubj', 'potrebuje', '>obj umetnost']	S	V	O	SVO	SSJ
Evropejci <nsubj jih <obj izkoristili	['Evropejci <nsubj', 'jih <obj', 'izkoristili']	S	O	V	SOV	SSJ
Evropejci <nsubj začeli >obj pohod	['Evropejci <nsubj', 'začeli', '>obj pohod']	S	V	O	SVO	SSJ
Evropi <obj vrača >nsubj podoba	['Evropi <obj', 'vrača', '>nsubj podoba']	O	V	S	OVS	SSJ
Evroposlanci <nsubj zavrnili >obj amandma	['Evroposlanci <nsubj', 'zavrnili', '>obj amandma']	S	V	O	SVO	SSJ
Fanika <nsubj govori >obj jezika	['Fanika <nsubj', 'govori', '>obj jezika']	S	V	O	SVO	SSJ
Fanny <nsubj našobila >obj usta	['Fanny <nsubj', 'našobila', '>obj usta']	S	V	O	SVO	SSJ
Fant <nsubj nosi >obj ime	['Fant <nsubj', 'nosi', '>obj ime']	S	V	O	SVO	SSJ
Fantje <nsubj pripravili >obj prostor	['Fantje <nsubj', 'pripravili', '>obj prostor']	S	V	O	SVO	SSJ
Fantje <nsubj vas <obj opazovali	['Fantje <nsubj', 'vas <obj', 'opazovali']	S	O	V	SOV	SSJ
Fašizem <nsubj se <obj predstavljal	['Fašizem <nsubj', 'se <obj', 'predstavljal']	S	O	V	SOV	SSJ
Festival <nsubj ponudil >obj izbiro	['Festival <nsubj', 'ponudil', '>obj izbiro']	S	V	O	SVO	SSJ
Festival <nsubj zastavil >obj mize	['Festival <nsubj', 'zastavil', '>obj mize']	S	V	O	SVO	SSJ
Fides <nsubj izračune <obj označil	['Fides <nsubj', 'izračune <obj', 'označil']	S	O	V	SOV	SSJ
Film <nsubj vsebuje >obj izvlečke	['Film <nsubj', 'vsebuje', '>obj izvlečke']	S	V	O	SVO	SSJ
Film <nsubj vsebuje >obj zapletov	['Film <nsubj', 'vsebuje', '>obj zapletov']	S	V	O	SVO	SSJ
Filmi <nsubj imajo >obj podton	['Filmi <nsubj', 'imajo', '>obj podton']	S	V	O	SVO	SSJ
Firma <nsubj ima >obj tradicijo	['Firma <nsubj', 'ima', '>obj tradicijo']	S	V	O	SVO	SSJ
Fotograf <nsubj imel >obj roko	['Fotograf <nsubj', 'imel', '>obj roko']	S	V	O	SVO	SSJ
Fotografija <nsubj kaže >obj območje	['Fotografija <nsubj', 'kaže', '>obj območje']	S	V	O	SVO	SSJ
Fotografije <obj dopolnjujejo >nsubj citati	['Fotografije <obj', 'dopolnjujejo', '>nsubj citati']	O	V	S	OVS	SSJ
Fran <nsubj merila >obj razdaljo	['Fran <nsubj', 'merila', '>obj razdaljo']	S	V	O	SVO	SSJ
Franc <nsubj pozornost <obj usmeril	['Franc <nsubj', 'pozornost <obj', 'usmeril']	S	O	V	SOV	SSJ
France <nsubj izbral >obj življenje	['France <nsubj', 'izbral', '>obj življenje']	S	V	O	SVO	SSJ
Francija <nsubj spoštovala >obj klavzule	['Francija <nsubj', 'spoštovala', '>obj klavzule']	S	V	O	SVO	SSJ
Francija <nsubj sprejela >obj ustavo	['Francija <nsubj', 'sprejela', '>obj ustavo']	S	V	O	SVO	SSJ
Franco <nsubj nasmejal >obj Nellyju	['Franco <nsubj', 'nasmejal', '>obj Nellyju']	S	V	O	SVO	SSJ
Frančišek <nsubj naredil >obj dobrega	['Frančišek <nsubj', 'naredil', '>obj dobrega']	S	V	O	SVO	SSJ
Freud <nsubj spoznanje <obj ocenil	['Freud <nsubj', 'spoznanje <obj', 'ocenil']	S	O	V	SOV	SSJ
Freud <nsubj vprašanje <obj razumel	['Freud <nsubj', 'vprašanje <obj', 'razumel']	S	O	V	SOV	SSJ
Frey <nsubj dosegel >obj uspeh	['Frey <nsubj', 'dosegel', '>obj uspeh']	S	V	O	SVO	SSJ
Friderik <nsubj pripravlja >obj pristavo	['Friderik <nsubj', 'pripravlja', '>obj pristavo']	S	V	O	SVO	SSJ
Friderika <obj ljubezen <nsubj prevzela	['Friderika <obj', 'ljubezen <nsubj', 'prevzela']	O	S	V	OSV	SSJ
Friedrich <nsubj izolirala >obj kovino	['Friedrich <nsubj', 'izolirala', '>obj kovino']	S	V	O	SVO	SSJ
G. <nsubj skrivala >obj tablet	['G. <nsubj', 'skrivala', '>obj tablet']	S	V	O	SVO	SSJ
GA <obj SKLENILI >nsubj VLADA	['GA <obj', 'SKLENILI', '>nsubj VLADA']	O	V	S	OVS	SSJ
GR <nsubj plačal >obj milijonov	['GR <nsubj', 'plačal', '>obj milijonov']	S	V	O	SVO	SSJ
Gellar <nsubj ime <obj spremenila	['Gellar <nsubj', 'ime <obj', 'spremenila']	S	O	V	SOV	SSJ
Generalštab <nsubj prikril >obj število	['Generalštab <nsubj', 'prikril', '>obj število']	S	V	O	SVO	SSJ
Genik <nsubj prevedel >obj spise	['Genik <nsubj', 'prevedel', '>obj spise']	S	V	O	SVO	SSJ
Genik <nsubj pridružil >obj skupini	['Genik <nsubj', 'pridružil', '>obj skupini']	S	V	O	SVO	SSJ
Genik <nsubj spoznal >obj Josepha	['Genik <nsubj', 'spoznal', '>obj Josepha']	S	V	O	SVO	SSJ
George <nsubj opravi >obj stvar	['George <nsubj', 'opravi', '>obj stvar']	S	V	O	SVO	SSJ
George <nsubj privlekel >obj konzervo	['George <nsubj', 'privlekel', '>obj konzervo']	S	V	O	SVO	SSJ
George <nsubj privošči >obj vrček	['George <nsubj', 'privošči', '>obj vrček']	S	V	O	SVO	SSJ
Gillum <nsubj obiskoval >obj šolo	['Gillum <nsubj', 'obiskoval', '>obj šolo']	S	V	O	SVO	SSJ
Giovanni <nsubj pisanje <obj zavrača	['Giovanni <nsubj', 'pisanje <obj', 'zavrača']	S	O	V	SOV	SSJ
Glasovnice <obj štel >nsubj vratar	['Glasovnice <obj', 'štel', '>nsubj vratar']	O	V	S	OVS	SSJ
Glavnino <obj predstavljajo >nsubj letoviščarji	['Glavnino <obj', 'predstavljajo', '>nsubj letoviščarji']	O	V	S	OVS	SSJ
Glazerja <obj izbrala >nsubj komisija	['Glazerja <obj', 'izbrala', '>nsubj komisija']	O	V	S	OVS	SSJ
Gledalci <nsubj pozdravili >obj zvezdnike	['Gledalci <nsubj', 'pozdravili', '>obj zvezdnike']	S	V	O	SVO	SSJ
Gledališče <nsubj gostilo >obj srečanje	['Gledališče <nsubj', 'gostilo', '>obj srečanje']	S	V	O	SVO	SSJ
Godnov <nsubj imel >obj otroka	['Godnov <nsubj', 'imel', '>obj otroka']	S	V	O	SVO	SSJ
Golčer <nsubj ima >obj motivacije	['Golčer <nsubj', 'ima', '>obj motivacije']	S	V	O	SVO	SSJ
Google <nsubj izdal >obj aplikacije	['Google <nsubj', 'izdal', '>obj aplikacije']	S	V	O	SVO	SSJ
Goran <nsubj pograbil >obj cigarete	['Goran <nsubj', 'pograbil', '>obj cigarete']	S	V	O	SVO	SSJ
Goran <nsubj tekmo <obj presedel	['Goran <nsubj', 'tekmo <obj', 'presedel']	S	O	V	SOV	SSJ
Gospa <nsubj tolmačila >obj člen	['Gospa <nsubj', 'tolmačila', '>obj člen']	S	V	O	SVO	SSJ
Gozd <obj meglica <nsubj zavijala	['Gozd <obj', 'meglica <nsubj', 'zavijala']	O	S	V	OSV	SSJ
Gradivo <obj zbrala >nsubj Julka	['Gradivo <obj', 'zbrala', '>nsubj Julka']	O	V	S	OVS	SSJ
Gradnja <nsubj prinesla >obj koristi	['Gradnja <nsubj', 'prinesla', '>obj koristi']	S	V	O	SVO	SSJ
Gradplan <nsubj nima >obj denarja	['Gradplan <nsubj', 'nima', '>obj denarja']	S	V	O	SVO	SSJ
Graščak <nsubj ga <obj odgnal	['Graščak <nsubj', 'ga <obj', 'odgnal']	S	O	V	SOV	SSJ
Greenberg <nsubj maral >obj albuma	['Greenberg <nsubj', 'maral', '>obj albuma']	S	V	O	SVO	SSJ
Gregorja <obj omejevanja <nsubj pripeljala	['Gregorja <obj', 'omejevanja <nsubj', 'pripeljala']	O	S	V	OSV	SSJ
Grenlandcev <nsubj predlagalo >obj zastavo	['Grenlandcev <nsubj', 'predlagalo', '>obj zastavo']	S	V	O	SVO	SSJ
Grlo <nsubj vsebuje >obj bakterije	['Grlo <nsubj', 'vsebuje', '>obj bakterije']	S	V	O	SVO	SSJ
H. <nsubj prevzel >obj ničesar	['H. <nsubj', 'prevzel', '>obj ničesar']	S	V	O	SVO	SSJ
H. <nsubj vsebuje >obj falkarinola	['H. <nsubj', 'vsebuje', '>obj falkarinola']	S	V	O	SVO	SSJ
HAERI <nsubj NAVAJA >obj OBLIK	['HAERI <nsubj', 'NAVAJA', '>obj OBLIK']	S	V	O	SVO	SSJ
HDZ <nsubj zahteva >obj zamenjave	['HDZ <nsubj', 'zahteva', '>obj zamenjave']	S	V	O	SVO	SSJ
HIT <nsubj plačal >obj milijardi	['HIT <nsubj', 'plačal', '>obj milijardi']	S	V	O	SVO	SSJ
Haider <nsubj odpira >obj možnost	['Haider <nsubj', 'odpira', '>obj možnost']	S	V	O	SVO	SSJ
Hale <nsubj odprl >obj oči	['Hale <nsubj', 'odprl', '>obj oči']	S	V	O	SVO	SSJ
Hana <nsubj prinesla >obj kosila	['Hana <nsubj', 'prinesla', '>obj kosila']	S	V	O	SVO	SSJ
Hanthana <nsubj poudarja >obj dostopnost	['Hanthana <nsubj', 'poudarja', '>obj dostopnost']	S	V	O	SVO	SSJ
Harrison <nsubj vzel >obj hipoteko	['Harrison <nsubj', 'vzel', '>obj hipoteko']	S	V	O	SVO	SSJ
Heisenberg <nsubj objavil >obj teorijo	['Heisenberg <nsubj', 'objavil', '>obj teorijo']	S	V	O	SVO	SSJ
Helena <nsubj prispevek <obj končala	['Helena <nsubj', 'prispevek <obj', 'končala']	S	O	V	SOV	SSJ
Henrik <nsubj sklical >obj sinodo	['Henrik <nsubj', 'sklical', '>obj sinodo']	S	V	O	SVO	SSJ
Heraklit <nsubj predlagal >obj poenostavitev	['Heraklit <nsubj', 'predlagal', '>obj poenostavitev']	S	V	O	SVO	SSJ
Hestur <nsubj izgubil >obj tretjino	['Hestur <nsubj', 'izgubil', '>obj tretjino']	S	V	O	SVO	SSJ
Heyerdahl <nsubj predlagal >obj teorijo	['Heyerdahl <nsubj', 'predlagal', '>obj teorijo']	S	V	O	SVO	SSJ
HiQVideo <nsubj ima >obj pospeševalnik	['HiQVideo <nsubj', 'ima', '>obj pospeševalnik']	S	V	O	SVO	SSJ
Hilda <nsubj preživeli >obj noč	['Hilda <nsubj', 'preživeli', '>obj noč']	S	V	O	SVO	SSJ
Hindenburg <nsubj prisluhnil >obj oficirju	['Hindenburg <nsubj', 'prisluhnil', '>obj oficirju']	S	V	O	SVO	SSJ
Hitler <nsubj odobraval >obj uporabo	['Hitler <nsubj', 'odobraval', '>obj uporabo']	S	V	O	SVO	SSJ
Hitler <nsubj podžgal >obj sovraštvo	['Hitler <nsubj', 'podžgal', '>obj sovraštvo']	S	V	O	SVO	SSJ
Hodgson <nsubj zamislil >obj prizor	['Hodgson <nsubj', 'zamislil', '>obj prizor']	S	V	O	SVO	SSJ
Holmes <nsubj najdeta >obj dom	['Holmes <nsubj', 'najdeta', '>obj dom']	S	V	O	SVO	SSJ
Honorar <nsubj imel >obj številk	['Honorar <nsubj', 'imel', '>obj številk']	S	V	O	SVO	SSJ
Howard <nsubj plačuje >obj ceno	['Howard <nsubj', 'plačuje', '>obj ceno']	S	V	O	SVO	SSJ
Hrana <nsubj me <obj prebudi	['Hrana <nsubj', 'me <obj', 'prebudi']	S	O	V	SOV	SSJ
Hči <nsubj podedovala >obj okus	['Hči <nsubj', 'podedovala', '>obj okus']	S	V	O	SVO	SSJ
IBM <nsubj napovedal >obj stikalo	['IBM <nsubj', 'napovedal', '>obj stikalo']	S	V	O	SVO	SSJ
IGRALEC <nsubj TO <obj PODA	['IGRALEC <nsubj', 'TO <obj', 'PODA']	S	O	V	SOV	SSJ
IMA >obj VLOGO >nsubj MOŠKI	['IMA', '>obj VLOGO', '>nsubj MOŠKI']	V	O	S	VOS	SSJ
IMAGINARIJ <nsubj SLAVI >obj PRIVLAČNOST	['IMAGINARIJ <nsubj', 'SLAVI', '>obj PRIVLAČNOST']	S	V	O	SVO	SSJ
ISPjev <nsubj ima >obj metode	['ISPjev <nsubj', 'ima', '>obj metode']	S	V	O	SVO	SSJ
Ideja <nsubj mi <obj je	['Ideja <nsubj', 'mi <obj', 'je']	S	O	V	SOV	SSJ
Ideja <nsubj povzročila >obj razburjenje	['Ideja <nsubj', 'povzročila', '>obj razburjenje']	S	V	O	SVO	SSJ
Idriart <nsubj zaključil >obj festival	['Idriart <nsubj', 'zaključil', '>obj festival']	S	V	O	SVO	SSJ
Igra <nsubj nas <obj spodbudila	['Igra <nsubj', 'nas <obj', 'spodbudila']	S	O	V	SOV	SSJ
Igralci <nsubj izvabljali >obj spomine	['Igralci <nsubj', 'izvabljali', '>obj spomine']	S	V	O	SVO	SSJ
Ikre <nsubj imajo >obj izrastke	['Ikre <nsubj', 'imajo', '>obj izrastke']	S	V	O	SVO	SSJ
Ima >obj jo >nsubj odstotek	['Ima', '>obj jo', '>nsubj odstotek']	V	O	S	VOS	SSJ
Ime <nsubj jim <obj bilo	['Ime <nsubj', 'jim <obj', 'bilo']	S	O	V	SOV	SSJ
Ime <nsubj pomeni >obj tempelj	['Ime <nsubj', 'pomeni', '>obj tempelj']	S	V	O	SVO	SSJ
Imela >nsubj okna >obj videz	['Imela', '>nsubj okna', '>obj videz']	V	S	O	VSO	SSJ
Imenovanje <nsubj spodbudilo >obj priprave	['Imenovanje <nsubj', 'spodbudilo', '>obj priprave']	S	V	O	SVO	SSJ
Intel <nsubj napovedal >obj gonilnike	['Intel <nsubj', 'napovedal', '>obj gonilnike']	S	V	O	SVO	SSJ
Internet <nsubj presenetil >obj strokovnjake	['Internet <nsubj', 'presenetil', '>obj strokovnjake']	S	V	O	SVO	SSJ
Inuit <nsubj pokazal >obj predmete	['Inuit <nsubj', 'pokazal', '>obj predmete']	S	V	O	SVO	SSJ
Inšpekcija <nsubj odklopila >obj tok	['Inšpekcija <nsubj', 'odklopila', '>obj tok']	S	V	O	SVO	SSJ
Inženir <nsubj prispeval >obj izračune	['Inženir <nsubj', 'prispeval', '>obj izračune']	S	V	O	SVO	SSJ
Irec <nsubj sprožil >obj pištolo	['Irec <nsubj', 'sprožil', '>obj pištolo']	S	V	O	SVO	SSJ
Iskra <nsubj spravila >obj podjetij	['Iskra <nsubj', 'spravila', '>obj podjetij']	S	V	O	SVO	SSJ
Italijani <nsubj dali >obj ime	['Italijani <nsubj', 'dali', '>obj ime']	S	V	O	SVO	SSJ
Italijani <nsubj imajo >obj zanimivost	['Italijani <nsubj', 'imajo', '>obj zanimivost']	S	V	O	SVO	SSJ
Italijani <nsubj uporabljali >obj materiale	['Italijani <nsubj', 'uporabljali', '>obj materiale']	S	V	O	SVO	SSJ
Izbira <nsubj vas <obj popelje	['Izbira <nsubj', 'vas <obj', 'popelje']	S	O	V	SOV	SSJ
Izboljševanje <nsubj ga <obj zanima	['Izboljševanje <nsubj', 'ga <obj', 'zanima']	S	O	V	SOV	SSJ
Izdajanje <obj nadzira >nsubj banka	['Izdajanje <obj', 'nadzira', '>nsubj banka']	O	V	S	OVS	SSJ
Izjeme <nsubj potrjujejo >obj pravilo	['Izjeme <nsubj', 'potrjujejo', '>obj pravilo']	S	V	O	SVO	SSJ
Izlet <obj vodila >nsubj vodnika	['Izlet <obj', 'vodila', '>nsubj vodnika']	O	V	S	OVS	SSJ
Izprijenci <nsubj našli >obj priložnost	['Izprijenci <nsubj', 'našli', '>obj priložnost']	S	V	O	SVO	SSJ
Izrael <nsubj vzpostavila >obj stike	['Izrael <nsubj', 'vzpostavila', '>obj stike']	S	V	O	SVO	SSJ
Izvajalca <nsubj izpodbijala >obj sklep	['Izvajalca <nsubj', 'izpodbijala', '>obj sklep']	S	V	O	SVO	SSJ
Izvajalci <nsubj rezultate <obj prenesli	['Izvajalci <nsubj', 'rezultate <obj', 'prenesli']	S	O	V	SOV	SSJ
JANEY <nsubj OZNAČI >obj POSKUSA	['JANEY <nsubj', 'OZNAČI', '>obj POSKUSA']	S	V	O	SVO	SSJ
JBX <nsubj ponuja >obj orodja	['JBX <nsubj', 'ponuja', '>obj orodja']	S	V	O	SVO	SSJ
JI <obj DRUŽINA <nsubj ODREKLA	['JI <obj', 'DRUŽINA <nsubj', 'ODREKLA']	O	S	V	OSV	SSJ
JIH <obj DOLOČI >nsubj POGODBA	['JIH <obj', 'DOLOČI', '>nsubj POGODBA']	O	V	S	OVS	SSJ
JO <obj SKLENE >nsubj TUJEC	['JO <obj', 'SKLENE', '>nsubj TUJEC']	O	V	S	OVS	SSJ
JO <obj VPELJAL >nsubj SEKSOLOG	['JO <obj', 'VPELJAL', '>nsubj SEKSOLOG']	O	V	S	OVS	SSJ
James <nsubj objavil >obj pravila	['James <nsubj', 'objavil', '>obj pravila']	S	V	O	SVO	SSJ
James <nsubj razvila >obj sistem	['James <nsubj', 'razvila', '>obj sistem']	S	V	O	SVO	SSJ
Jan <nsubj je >obj prijateljem	['Jan <nsubj', 'je', '>obj prijateljem']	S	V	O	SVO	SSJ
Jan <nsubj zasikal >obj nekaj	['Jan <nsubj', 'zasikal', '>obj nekaj']	S	V	O	SVO	SSJ
Jana <nsubj dvignila >obj obrvi	['Jana <nsubj', 'dvignila', '>obj obrvi']	S	V	O	SVO	SSJ
Janez <nsubj zaupal >obj režijo	['Janez <nsubj', 'zaupal', '>obj režijo']	S	V	O	SVO	SSJ
Japonec <nsubj potrdil >obj premoč	['Japonec <nsubj', 'potrdil', '>obj premoč']	S	V	O	SVO	SSJ
Japonska <nsubj uporabila >obj vojakov	['Japonska <nsubj', 'uporabila', '>obj vojakov']	S	V	O	SVO	SSJ
Jasna <nsubj rekla >obj ničesar	['Jasna <nsubj', 'rekla', '>obj ničesar']	S	V	O	SVO	SSJ
Jasno <obj sodelavci <nsubj opisali	['Jasno <obj', 'sodelavci <nsubj', 'opisali']	O	S	V	OSV	SSJ
Jat <nsubj dovoljenja <obj dobil	['Jat <nsubj', 'dovoljenja <obj', 'dobil']	S	O	V	SOV	SSJ
Jaz <nsubj ga <obj nisem	['Jaz <nsubj', 'ga <obj', 'nisem']	S	O	V	SOV	SSJ
Jaz <nsubj imam >obj govedino	['Jaz <nsubj', 'imam', '>obj govedino']	S	V	O	SVO	SSJ
Jaz <nsubj kradem >obj hčeri	['Jaz <nsubj', 'kradem', '>obj hčeri']	S	V	O	SVO	SSJ
Jaz <nsubj poprijemala >obj seno	['Jaz <nsubj', 'poprijemala', '>obj seno']	S	V	O	SVO	SSJ
Jaz <nsubj te <obj zagovarjala	['Jaz <nsubj', 'te <obj', 'zagovarjala']	S	O	V	SOV	SSJ
Jaz <nsubj vas <obj imava	['Jaz <nsubj', 'vas <obj', 'imava']	S	O	V	SOV	SSJ
Jaz <nsubj videla >obj izhoda	['Jaz <nsubj', 'videla', '>obj izhoda']	S	V	O	SVO	SSJ
Jean <nsubj objavil >obj delo	['Jean <nsubj', 'objavil', '>obj delo']	S	V	O	SVO	SSJ
Jelša <nsubj ima >obj rastišče	['Jelša <nsubj', 'ima', '>obj rastišče']	S	V	O	SVO	SSJ
Jenna <nsubj mi <obj dala	['Jenna <nsubj', 'mi <obj', 'dala']	S	O	V	SOV	SSJ
Jereb <nsubj dvignil >obj tempo	['Jereb <nsubj', 'dvignil', '>obj tempo']	S	V	O	SVO	SSJ
Jerry <nsubj se <obj štopal	['Jerry <nsubj', 'se <obj', 'štopal']	S	O	V	SOV	SSJ
Jeseničani <nsubj priznanje <obj dobili	['Jeseničani <nsubj', 'priznanje <obj', 'dobili']	S	O	V	SOV	SSJ
Jesetri <nsubj imajo >obj usta	['Jesetri <nsubj', 'imajo', '>obj usta']	S	V	O	SVO	SSJ
Jezus <nsubj dajal >obj milosti	['Jezus <nsubj', 'dajal', '>obj milosti']	S	V	O	SVO	SSJ
Jezus <nsubj ima >obj naravi	['Jezus <nsubj', 'ima', '>obj naravi']	S	V	O	SVO	SSJ
Jim <nsubj dobil >obj namig	['Jim <nsubj', 'dobil', '>obj namig']	S	V	O	SVO	SSJ
Joao <nsubj strel <obj poslal	['Joao <nsubj', 'strel <obj', 'poslal']	S	O	V	SOV	SSJ
John <nsubj pospremil >obj Fran	['John <nsubj', 'pospremil', '>obj Fran']	S	V	O	SVO	SSJ
John <nsubj snel >obj očala	['John <nsubj', 'snel', '>obj očala']	S	V	O	SVO	SSJ
Johnson <nsubj tekel >obj rekord	['Johnson <nsubj', 'tekel', '>obj rekord']	S	V	O	SVO	SSJ
Jonas <nsubj priredili >obj uspešnici	['Jonas <nsubj', 'priredili', '>obj uspešnici']	S	V	O	SVO	SSJ
Jože <nsubj stvari <obj vidita	['Jože <nsubj', 'stvari <obj', 'vidita']	S	O	V	SOV	SSJ
Juanita <nsubj kuhala >obj kavo	['Juanita <nsubj', 'kuhala', '>obj kavo']	S	V	O	SVO	SSJ
Judje <nsubj nimajo >obj vstopa	['Judje <nsubj', 'nimajo', '>obj vstopa']	S	V	O	SVO	SSJ
Jugoslavija <nsubj potrebovala >obj milijarde	['Jugoslavija <nsubj', 'potrebovala', '>obj milijarde']	S	V	O	SVO	SSJ
Julia <nsubj jo <obj pogledala	['Julia <nsubj', 'jo <obj', 'pogledala']	S	O	V	SOV	SSJ
Jure <nsubj zasleduje >obj punco	['Jure <nsubj', 'zasleduje', '>obj punco']	S	V	O	SVO	SSJ
Jurij <nsubj interpretirali >obj poezijo	['Jurij <nsubj', 'interpretirali', '>obj poezijo']	S	V	O	SVO	SSJ
Jurij <nsubj podaril >obj zapestnico	['Jurij <nsubj', 'podaril', '>obj zapestnico']	S	V	O	SVO	SSJ
Justin <nsubj pripelje >obj Janet	['Justin <nsubj', 'pripelje', '>obj Janet']	S	V	O	SVO	SSJ
KDOR <nsubj IZRAŽA >obj NAČELA	['KDOR <nsubj', 'IZRAŽA', '>obj NAČELA']	S	V	O	SVO	SSJ
KG <nsubj porabil >obj milijonov	['KG <nsubj', 'porabil', '>obj milijonov']	S	V	O	SVO	SSJ
KRAJ <obj RHODES <nsubj POIMENOVAL	['KRAJ <obj', 'RHODES <nsubj', 'POIMENOVAL']	O	S	V	OSV	SSJ
KVALITETE <obj OCENI >nsubj NADREJENI	['KVALITETE <obj', 'OCENI', '>nsubj NADREJENI']	O	V	S	OVS	SSJ
KZS <nsubj organizirala >obj turnir	['KZS <nsubj', 'organizirala', '>obj turnir']	S	V	O	SVO	SSJ
Kaartinen <nsubj predstavil >obj religijo	['Kaartinen <nsubj', 'predstavil', '>obj religijo']	S	V	O	SVO	SSJ
Kaj <nsubj ostalo >obj zvezam	['Kaj <nsubj', 'ostalo', '>obj zvezam']	S	V	O	SVO	SSJ
Kaj <nsubj vas <obj čaka	['Kaj <nsubj', 'vas <obj', 'čaka']	S	O	V	SOV	SSJ
Kaj <nsubj čaka >obj Lesno	['Kaj <nsubj', 'čaka', '>obj Lesno']	S	V	O	SVO	SSJ
Kaj <obj bi >nsubj bog	['Kaj <obj', 'bi', '>nsubj bog']	O	V	S	OVS	SSJ
Kaj <obj bo >nsubj državljanstvo	['Kaj <obj', 'bo', '>nsubj državljanstvo']	O	V	S	OVS	SSJ
Kaj <obj glista <nsubj želi	['Kaj <obj', 'glista <nsubj', 'želi']	O	S	V	OSV	SSJ
Kaj <obj mama <nsubj mislila	['Kaj <obj', 'mama <nsubj', 'mislila']	O	S	V	OSV	SSJ
Kaj <obj menijo >nsubj strokovnjaki	['Kaj <obj', 'menijo', '>nsubj strokovnjaki']	O	V	S	OVS	SSJ
Kaj <obj naredi >nsubj ženska	['Kaj <obj', 'naredi', '>nsubj ženska']	O	V	S	OVS	SSJ
Kaj <obj pomeni >nsubj reforma	['Kaj <obj', 'pomeni', '>nsubj reforma']	O	V	S	OVS	SSJ
Kaj <obj to <nsubj pove	['Kaj <obj', 'to <nsubj', 'pove']	O	S	V	OSV	SSJ
Kaj <obj vi <nsubj storite	['Kaj <obj', 'vi <nsubj', 'storite']	O	S	V	OSV	SSJ
Kaj <obj čutijo >nsubj zaposleni	['Kaj <obj', 'čutijo', '>nsubj zaposleni']	O	V	S	OVS	SSJ
Kaja <nsubj gleda >obj obraz	['Kaja <nsubj', 'gleda', '>obj obraz']	S	V	O	SVO	SSJ
Kajenje <nsubj ima >obj vpliv	['Kajenje <nsubj', 'ima', '>obj vpliv']	S	V	O	SVO	SSJ
Kandidati <nsubj pošljejo >obj prijave	['Kandidati <nsubj', 'pošljejo', '>obj prijave']	S	V	O	SVO	SSJ
Kar <nsubj me <obj zaprepadlo	['Kar <nsubj', 'me <obj', 'zaprepadlo']	S	O	V	SOV	SSJ
Kar <nsubj tiče >obj mone	['Kar <nsubj', 'tiče', '>obj mone']	S	V	O	SVO	SSJ
Kar <nsubj uspelo >obj njemu	['Kar <nsubj', 'uspelo', '>obj njemu']	S	V	O	SVO	SSJ
Kar <nsubj zadeva >obj izid	['Kar <nsubj', 'zadeva', '>obj izid']	S	V	O	SVO	SSJ
Kar <nsubj zadeva >obj medije	['Kar <nsubj', 'zadeva', '>obj medije']	S	V	O	SVO	SSJ
Kar <nsubj zadeva >obj podočnjake	['Kar <nsubj', 'zadeva', '>obj podočnjake']	S	V	O	SVO	SSJ
Kar <nsubj zadeva >obj slednja	['Kar <nsubj', 'zadeva', '>obj slednja']	S	V	O	SVO	SSJ
Kar <nsubj zadeva >obj te	['Kar <nsubj', 'zadeva', '>obj te']	S	V	O	SVO	SSJ
Kar <nsubj zadeva >obj tujce	['Kar <nsubj', 'zadeva', '>obj tujce']	S	V	O	SVO	SSJ
Kar <nsubj zadeva >obj zmogljivost	['Kar <nsubj', 'zadeva', '>obj zmogljivost']	S	V	O	SVO	SSJ
Karel <nsubj zgradil >obj tabor	['Karel <nsubj', 'zgradil', '>obj tabor']	S	V	O	SVO	SSJ
Karkoli <obj predsednik <nsubj rekel	['Karkoli <obj', 'predsednik <nsubj', 'rekel']	O	S	V	OSV	SSJ
Karl <nsubj lotevajo >obj raziskave	['Karl <nsubj', 'lotevajo', '>obj raziskave']	S	V	O	SVO	SSJ
Karl <nsubj objavila >obj manifest	['Karl <nsubj', 'objavila', '>obj manifest']	S	V	O	SVO	SSJ
Karpo <nsubj najde >obj idej	['Karpo <nsubj', 'najde', '>obj idej']	S	V	O	SVO	SSJ
Katalonijo <obj sestavljajo >nsubj province	['Katalonijo <obj', 'sestavljajo', '>nsubj province']	O	V	S	OVS	SSJ
Katarina <nsubj zgradila >obj palačo	['Katarina <nsubj', 'zgradila', '>obj palačo']	S	V	O	SVO	SSJ
