Tree	Transformed_Tree	One	Two	Three	Pattern
Festival <nsubj zastavil >obj mize	['Festival <nsubj', 'zastavil', '>obj mize']	S	V	O	SVO
Fides <nsubj izračune <obj označil	['Fides <nsubj', 'izračune <obj', 'označil']	S	O	V	SOV
Film <nsubj vsebuje >obj izvlečke	['Film <nsubj', 'vsebuje', '>obj izvlečke']	S	V	O	SVO
Film <nsubj vsebuje >obj zapletov	['Film <nsubj', 'vsebuje', '>obj zapletov']	S	V	O	SVO
Filmi <nsubj imajo >obj podton	['Filmi <nsubj', 'imajo', '>obj podton']	S	V	O	SVO
Firma <nsubj ima >obj tradicijo	['Firma <nsubj', 'ima', '>obj tradicijo']	S	V	O	SVO
Fotograf <nsubj imel >obj roko	['Fotograf <nsubj', 'imel', '>obj roko']	S	V	O	SVO
Fotografija <nsubj kaže >obj območje	['Fotografija <nsubj', 'kaže', '>obj območje']	S	V	O	SVO
Fotografije <obj dopolnjujejo >nsubj citati	['Fotografije <obj', 'dopolnjujejo', '>nsubj citati']	O	V	S	OVS
Fran <nsubj merila >obj razdaljo	['Fran <nsubj', 'merila', '>obj razdaljo']	S	V	O	SVO
Franc <nsubj pozornost <obj usmeril	['Franc <nsubj', 'pozornost <obj', 'usmeril']	S	O	V	SOV
France <nsubj izbral >obj življenje	['France <nsubj', 'izbral', '>obj življenje']	S	V	O	SVO
Francija <nsubj spoštovala >obj klavzule	['Francija <nsubj', 'spoštovala', '>obj klavzule']	S	V	O	SVO
Francija <nsubj sprejela >obj ustavo	['Francija <nsubj', 'sprejela', '>obj ustavo']	S	V	O	SVO
Franco <nsubj nasmejal >obj Nellyju	['Franco <nsubj', 'nasmejal', '>obj Nellyju']	S	V	O	SVO
Frančišek <nsubj naredil >obj dobrega	['Frančišek <nsubj', 'naredil', '>obj dobrega']	S	V	O	SVO
Freud <nsubj spoznanje <obj ocenil	['Freud <nsubj', 'spoznanje <obj', 'ocenil']	S	O	V	SOV
Freud <nsubj vprašanje <obj razumel	['Freud <nsubj', 'vprašanje <obj', 'razumel']	S	O	V	SOV
Frey <nsubj dosegel >obj uspeh	['Frey <nsubj', 'dosegel', '>obj uspeh']	S	V	O	SVO
Friderik <nsubj pripravlja >obj pristavo	['Friderik <nsubj', 'pripravlja', '>obj pristavo']	S	V	O	SVO
Friderika <obj ljubezen <nsubj prevzela	['Friderika <obj', 'ljubezen <nsubj', 'prevzela']	O	S	V	OSV
Friedrich <nsubj izolirala >obj kovino	['Friedrich <nsubj', 'izolirala', '>obj kovino']	S	V	O	SVO
G. <nsubj skrivala >obj tablet	['G. <nsubj', 'skrivala', '>obj tablet']	S	V	O	SVO
GA <obj SKLENILI >nsubj VLADA	['GA <obj', 'SKLENILI', '>nsubj VLADA']	O	V	S	OVS
GR <nsubj plačal >obj milijonov	['GR <nsubj', 'plačal', '>obj milijonov']	S	V	O	SVO
Gellar <nsubj ime <obj spremenila	['Gellar <nsubj', 'ime <obj', 'spremenila']	S	O	V	SOV
Generalštab <nsubj prikril >obj število	['Generalštab <nsubj', 'prikril', '>obj število']	S	V	O	SVO
Genik <nsubj prevedel >obj spise	['Genik <nsubj', 'prevedel', '>obj spise']	S	V	O	SVO
Genik <nsubj pridružil >obj skupini	['Genik <nsubj', 'pridružil', '>obj skupini']	S	V	O	SVO
Genik <nsubj spoznal >obj Josepha	['Genik <nsubj', 'spoznal', '>obj Josepha']	S	V	O	SVO
George <nsubj opravi >obj stvar	['George <nsubj', 'opravi', '>obj stvar']	S	V	O	SVO
George <nsubj privlekel >obj konzervo	['George <nsubj', 'privlekel', '>obj konzervo']	S	V	O	SVO
George <nsubj privošči >obj vrček	['George <nsubj', 'privošči', '>obj vrček']	S	V	O	SVO
Gillum <nsubj obiskoval >obj šolo	['Gillum <nsubj', 'obiskoval', '>obj šolo']	S	V	O	SVO
Giovanni <nsubj pisanje <obj zavrača	['Giovanni <nsubj', 'pisanje <obj', 'zavrača']	S	O	V	SOV
Glasovnice <obj štel >nsubj vratar	['Glasovnice <obj', 'štel', '>nsubj vratar']	O	V	S	OVS
Glavnino <obj predstavljajo >nsubj letoviščarji	['Glavnino <obj', 'predstavljajo', '>nsubj letoviščarji']	O	V	S	OVS
Glazerja <obj izbrala >nsubj komisija	['Glazerja <obj', 'izbrala', '>nsubj komisija']	O	V	S	OVS
Gledalci <nsubj pozdravili >obj zvezdnike	['Gledalci <nsubj', 'pozdravili', '>obj zvezdnike']	S	V	O	SVO
Gledališče <nsubj gostilo >obj srečanje	['Gledališče <nsubj', 'gostilo', '>obj srečanje']	S	V	O	SVO
Godnov <nsubj imel >obj otroka	['Godnov <nsubj', 'imel', '>obj otroka']	S	V	O	SVO
Golčer <nsubj ima >obj motivacije	['Golčer <nsubj', 'ima', '>obj motivacije']	S	V	O	SVO
Google <nsubj izdal >obj aplikacije	['Google <nsubj', 'izdal', '>obj aplikacije']	S	V	O	SVO
Goran <nsubj pograbil >obj cigarete	['Goran <nsubj', 'pograbil', '>obj cigarete']	S	V	O	SVO
Goran <nsubj tekmo <obj presedel	['Goran <nsubj', 'tekmo <obj', 'presedel']	S	O	V	SOV
Gospa <nsubj tolmačila >obj člen	['Gospa <nsubj', 'tolmačila', '>obj člen']	S	V	O	SVO
Gozd <obj meglica <nsubj zavijala	['Gozd <obj', 'meglica <nsubj', 'zavijala']	O	S	V	OSV
Gradivo <obj zbrala >nsubj Julka	['Gradivo <obj', 'zbrala', '>nsubj Julka']	O	V	S	OVS
Gradnja <nsubj prinesla >obj koristi	['Gradnja <nsubj', 'prinesla', '>obj koristi']	S	V	O	SVO
Gradplan <nsubj nima >obj denarja	['Gradplan <nsubj', 'nima', '>obj denarja']	S	V	O	SVO
Graščak <nsubj ga <obj odgnal	['Graščak <nsubj', 'ga <obj', 'odgnal']	S	O	V	SOV
Greenberg <nsubj maral >obj albuma	['Greenberg <nsubj', 'maral', '>obj albuma']	S	V	O	SVO
Gregorja <obj omejevanja <nsubj pripeljala	['Gregorja <obj', 'omejevanja <nsubj', 'pripeljala']	O	S	V	OSV
Grenlandcev <nsubj predlagalo >obj zastavo	['Grenlandcev <nsubj', 'predlagalo', '>obj zastavo']	S	V	O	SVO
Grlo <nsubj vsebuje >obj bakterije	['Grlo <nsubj', 'vsebuje', '>obj bakterije']	S	V	O	SVO
H. <nsubj prevzel >obj ničesar	['H. <nsubj', 'prevzel', '>obj ničesar']	S	V	O	SVO
H. <nsubj vsebuje >obj falkarinola	['H. <nsubj', 'vsebuje', '>obj falkarinola']	S	V	O	SVO
HAERI <nsubj NAVAJA >obj OBLIK	['HAERI <nsubj', 'NAVAJA', '>obj OBLIK']	S	V	O	SVO
HDZ <nsubj zahteva >obj zamenjave	['HDZ <nsubj', 'zahteva', '>obj zamenjave']	S	V	O	SVO
HIT <nsubj plačal >obj milijardi	['HIT <nsubj', 'plačal', '>obj milijardi']	S	V	O	SVO
Haider <nsubj odpira >obj možnost	['Haider <nsubj', 'odpira', '>obj možnost']	S	V	O	SVO
Hale <nsubj odprl >obj oči	['Hale <nsubj', 'odprl', '>obj oči']	S	V	O	SVO
Hana <nsubj prinesla >obj kosila	['Hana <nsubj', 'prinesla', '>obj kosila']	S	V	O	SVO
Hanthana <nsubj poudarja >obj dostopnost	['Hanthana <nsubj', 'poudarja', '>obj dostopnost']	S	V	O	SVO
Harrison <nsubj vzel >obj hipoteko	['Harrison <nsubj', 'vzel', '>obj hipoteko']	S	V	O	SVO
Heisenberg <nsubj objavil >obj teorijo	['Heisenberg <nsubj', 'objavil', '>obj teorijo']	S	V	O	SVO
Helena <nsubj prispevek <obj končala	['Helena <nsubj', 'prispevek <obj', 'končala']	S	O	V	SOV
Henrik <nsubj sklical >obj sinodo	['Henrik <nsubj', 'sklical', '>obj sinodo']	S	V	O	SVO
Heraklit <nsubj predlagal >obj poenostavitev	['Heraklit <nsubj', 'predlagal', '>obj poenostavitev']	S	V	O	SVO
Hestur <nsubj izgubil >obj tretjino	['Hestur <nsubj', 'izgubil', '>obj tretjino']	S	V	O	SVO
Heyerdahl <nsubj predlagal >obj teorijo	['Heyerdahl <nsubj', 'predlagal', '>obj teorijo']	S	V	O	SVO
HiQVideo <nsubj ima >obj pospeševalnik	['HiQVideo <nsubj', 'ima', '>obj pospeševalnik']	S	V	O	SVO
Hilda <nsubj preživeli >obj noč	['Hilda <nsubj', 'preživeli', '>obj noč']	S	V	O	SVO
Hindenburg <nsubj prisluhnil >obj oficirju	['Hindenburg <nsubj', 'prisluhnil', '>obj oficirju']	S	V	O	SVO
Hitler <nsubj odobraval >obj uporabo	['Hitler <nsubj', 'odobraval', '>obj uporabo']	S	V	O	SVO
Hitler <nsubj podžgal >obj sovraštvo	['Hitler <nsubj', 'podžgal', '>obj sovraštvo']	S	V	O	SVO
Hodgson <nsubj zamislil >obj prizor	['Hodgson <nsubj', 'zamislil', '>obj prizor']	S	V	O	SVO
Holmes <nsubj najdeta >obj dom	['Holmes <nsubj', 'najdeta', '>obj dom']	S	V	O	SVO
Honorar <nsubj imel >obj številk	['Honorar <nsubj', 'imel', '>obj številk']	S	V	O	SVO
Howard <nsubj plačuje >obj ceno	['Howard <nsubj', 'plačuje', '>obj ceno']	S	V	O	SVO
Hrana <nsubj me <obj prebudi	['Hrana <nsubj', 'me <obj', 'prebudi']	S	O	V	SOV
Hči <nsubj podedovala >obj okus	['Hči <nsubj', 'podedovala', '>obj okus']	S	V	O	SVO
IBM <nsubj napovedal >obj stikalo	['IBM <nsubj', 'napovedal', '>obj stikalo']	S	V	O	SVO
IGRALEC <nsubj TO <obj PODA	['IGRALEC <nsubj', 'TO <obj', 'PODA']	S	O	V	SOV
IMA >obj VLOGO >nsubj MOŠKI	['IMA', '>obj VLOGO', '>nsubj MOŠKI']	V	O	S	VOS
IMAGINARIJ <nsubj SLAVI >obj PRIVLAČNOST	['IMAGINARIJ <nsubj', 'SLAVI', '>obj PRIVLAČNOST']	S	V	O	SVO
ISPjev <nsubj ima >obj metode	['ISPjev <nsubj', 'ima', '>obj metode']	S	V	O	SVO
Ideja <nsubj mi <obj je	['Ideja <nsubj', 'mi <obj', 'je']	S	O	V	SOV
Ideja <nsubj povzročila >obj razburjenje	['Ideja <nsubj', 'povzročila', '>obj razburjenje']	S	V	O	SVO
Idriart <nsubj zaključil >obj festival	['Idriart <nsubj', 'zaključil', '>obj festival']	S	V	O	SVO
Igra <nsubj nas <obj spodbudila	['Igra <nsubj', 'nas <obj', 'spodbudila']	S	O	V	SOV
Igralci <nsubj izvabljali >obj spomine	['Igralci <nsubj', 'izvabljali', '>obj spomine']	S	V	O	SVO
Ikre <nsubj imajo >obj izrastke	['Ikre <nsubj', 'imajo', '>obj izrastke']	S	V	O	SVO
Ima >obj jo >nsubj odstotek	['Ima', '>obj jo', '>nsubj odstotek']	V	O	S	VOS
Ime <nsubj jim <obj bilo	['Ime <nsubj', 'jim <obj', 'bilo']	S	O	V	SOV
Ime <nsubj pomeni >obj tempelj	['Ime <nsubj', 'pomeni', '>obj tempelj']	S	V	O	SVO
Imela >nsubj okna >obj videz	['Imela', '>nsubj okna', '>obj videz']	V	S	O	VSO
Imenovanje <nsubj spodbudilo >obj priprave	['Imenovanje <nsubj', 'spodbudilo', '>obj priprave']	S	V	O	SVO
Intel <nsubj napovedal >obj gonilnike	['Intel <nsubj', 'napovedal', '>obj gonilnike']	S	V	O	SVO
Internet <nsubj presenetil >obj strokovnjake	['Internet <nsubj', 'presenetil', '>obj strokovnjake']	S	V	O	SVO
Inuit <nsubj pokazal >obj predmete	['Inuit <nsubj', 'pokazal', '>obj predmete']	S	V	O	SVO
Inšpekcija <nsubj odklopila >obj tok	['Inšpekcija <nsubj', 'odklopila', '>obj tok']	S	V	O	SVO
Inženir <nsubj prispeval >obj izračune	['Inženir <nsubj', 'prispeval', '>obj izračune']	S	V	O	SVO
Irec <nsubj sprožil >obj pištolo	['Irec <nsubj', 'sprožil', '>obj pištolo']	S	V	O	SVO
Iskra <nsubj spravila >obj podjetij	['Iskra <nsubj', 'spravila', '>obj podjetij']	S	V	O	SVO
Italijani <nsubj dali >obj ime	['Italijani <nsubj', 'dali', '>obj ime']	S	V	O	SVO
Italijani <nsubj imajo >obj zanimivost	['Italijani <nsubj', 'imajo', '>obj zanimivost']	S	V	O	SVO
Italijani <nsubj uporabljali >obj materiale	['Italijani <nsubj', 'uporabljali', '>obj materiale']	S	V	O	SVO
Izbira <nsubj vas <obj popelje	['Izbira <nsubj', 'vas <obj', 'popelje']	S	O	V	SOV
Izboljševanje <nsubj ga <obj zanima	['Izboljševanje <nsubj', 'ga <obj', 'zanima']	S	O	V	SOV
Izdajanje <obj nadzira >nsubj banka	['Izdajanje <obj', 'nadzira', '>nsubj banka']	O	V	S	OVS
Izjeme <nsubj potrjujejo >obj pravilo	['Izjeme <nsubj', 'potrjujejo', '>obj pravilo']	S	V	O	SVO
Izlet <obj vodila >nsubj vodnika	['Izlet <obj', 'vodila', '>nsubj vodnika']	O	V	S	OVS
Izprijenci <nsubj našli >obj priložnost	['Izprijenci <nsubj', 'našli', '>obj priložnost']	S	V	O	SVO
Izrael <nsubj vzpostavila >obj stike	['Izrael <nsubj', 'vzpostavila', '>obj stike']	S	V	O	SVO
Izvajalca <nsubj izpodbijala >obj sklep	['Izvajalca <nsubj', 'izpodbijala', '>obj sklep']	S	V	O	SVO
Izvajalci <nsubj rezultate <obj prenesli	['Izvajalci <nsubj', 'rezultate <obj', 'prenesli']	S	O	V	SOV
JANEY <nsubj OZNAČI >obj POSKUSA	['JANEY <nsubj', 'OZNAČI', '>obj POSKUSA']	S	V	O	SVO
JBX <nsubj ponuja >obj orodja	['JBX <nsubj', 'ponuja', '>obj orodja']	S	V	O	SVO
JI <obj DRUŽINA <nsubj ODREKLA	['JI <obj', 'DRUŽINA <nsubj', 'ODREKLA']	O	S	V	OSV
JIH <obj DOLOČI >nsubj POGODBA	['JIH <obj', 'DOLOČI', '>nsubj POGODBA']	O	V	S	OVS
JO <obj SKLENE >nsubj TUJEC	['JO <obj', 'SKLENE', '>nsubj TUJEC']	O	V	S	OVS
JO <obj VPELJAL >nsubj SEKSOLOG	['JO <obj', 'VPELJAL', '>nsubj SEKSOLOG']	O	V	S	OVS
James <nsubj objavil >obj pravila	['James <nsubj', 'objavil', '>obj pravila']	S	V	O	SVO
James <nsubj razvila >obj sistem	['James <nsubj', 'razvila', '>obj sistem']	S	V	O	SVO
Jan <nsubj je >obj prijateljem	['Jan <nsubj', 'je', '>obj prijateljem']	S	V	O	SVO
Jan <nsubj zasikal >obj nekaj	['Jan <nsubj', 'zasikal', '>obj nekaj']	S	V	O	SVO
Jana <nsubj dvignila >obj obrvi	['Jana <nsubj', 'dvignila', '>obj obrvi']	S	V	O	SVO
Janez <nsubj zaupal >obj režijo	['Janez <nsubj', 'zaupal', '>obj režijo']	S	V	O	SVO
Japonec <nsubj potrdil >obj premoč	['Japonec <nsubj', 'potrdil', '>obj premoč']	S	V	O	SVO
Japonska <nsubj uporabila >obj vojakov	['Japonska <nsubj', 'uporabila', '>obj vojakov']	S	V	O	SVO
Jasna <nsubj rekla >obj ničesar	['Jasna <nsubj', 'rekla', '>obj ničesar']	S	V	O	SVO
Jasno <obj sodelavci <nsubj opisali	['Jasno <obj', 'sodelavci <nsubj', 'opisali']	O	S	V	OSV
Jat <nsubj dovoljenja <obj dobil	['Jat <nsubj', 'dovoljenja <obj', 'dobil']	S	O	V	SOV
Jaz <nsubj ga <obj nisem	['Jaz <nsubj', 'ga <obj', 'nisem']	S	O	V	SOV
Jaz <nsubj imam >obj govedino	['Jaz <nsubj', 'imam', '>obj govedino']	S	V	O	SVO
Jaz <nsubj kradem >obj hčeri	['Jaz <nsubj', 'kradem', '>obj hčeri']	S	V	O	SVO
Jaz <nsubj poprijemala >obj seno	['Jaz <nsubj', 'poprijemala', '>obj seno']	S	V	O	SVO
Jaz <nsubj te <obj zagovarjala	['Jaz <nsubj', 'te <obj', 'zagovarjala']	S	O	V	SOV
Jaz <nsubj vas <obj imava	['Jaz <nsubj', 'vas <obj', 'imava']	S	O	V	SOV
Jaz <nsubj videla >obj izhoda	['Jaz <nsubj', 'videla', '>obj izhoda']	S	V	O	SVO
Jean <nsubj objavil >obj delo	['Jean <nsubj', 'objavil', '>obj delo']	S	V	O	SVO
Jelša <nsubj ima >obj rastišče	['Jelša <nsubj', 'ima', '>obj rastišče']	S	V	O	SVO
Jenna <nsubj mi <obj dala	['Jenna <nsubj', 'mi <obj', 'dala']	S	O	V	SOV
Jereb <nsubj dvignil >obj tempo	['Jereb <nsubj', 'dvignil', '>obj tempo']	S	V	O	SVO
Jerry <nsubj se <obj štopal	['Jerry <nsubj', 'se <obj', 'štopal']	S	O	V	SOV
Jeseničani <nsubj priznanje <obj dobili	['Jeseničani <nsubj', 'priznanje <obj', 'dobili']	S	O	V	SOV
Jesetri <nsubj imajo >obj usta	['Jesetri <nsubj', 'imajo', '>obj usta']	S	V	O	SVO
Jezus <nsubj dajal >obj milosti	['Jezus <nsubj', 'dajal', '>obj milosti']	S	V	O	SVO
Jezus <nsubj ima >obj naravi	['Jezus <nsubj', 'ima', '>obj naravi']	S	V	O	SVO
Jim <nsubj dobil >obj namig	['Jim <nsubj', 'dobil', '>obj namig']	S	V	O	SVO
Joao <nsubj strel <obj poslal	['Joao <nsubj', 'strel <obj', 'poslal']	S	O	V	SOV
John <nsubj pospremil >obj Fran	['John <nsubj', 'pospremil', '>obj Fran']	S	V	O	SVO
John <nsubj snel >obj očala	['John <nsubj', 'snel', '>obj očala']	S	V	O	SVO
Johnson <nsubj tekel >obj rekord	['Johnson <nsubj', 'tekel', '>obj rekord']	S	V	O	SVO
Jonas <nsubj priredili >obj uspešnici	['Jonas <nsubj', 'priredili', '>obj uspešnici']	S	V	O	SVO
Jože <nsubj stvari <obj vidita	['Jože <nsubj', 'stvari <obj', 'vidita']	S	O	V	SOV
Juanita <nsubj kuhala >obj kavo	['Juanita <nsubj', 'kuhala', '>obj kavo']	S	V	O	SVO
Judje <nsubj nimajo >obj vstopa	['Judje <nsubj', 'nimajo', '>obj vstopa']	S	V	O	SVO
Jugoslavija <nsubj potrebovala >obj milijarde	['Jugoslavija <nsubj', 'potrebovala', '>obj milijarde']	S	V	O	SVO
Julia <nsubj jo <obj pogledala	['Julia <nsubj', 'jo <obj', 'pogledala']	S	O	V	SOV
Jure <nsubj zasleduje >obj punco	['Jure <nsubj', 'zasleduje', '>obj punco']	S	V	O	SVO
Jurij <nsubj interpretirali >obj poezijo	['Jurij <nsubj', 'interpretirali', '>obj poezijo']	S	V	O	SVO
Jurij <nsubj podaril >obj zapestnico	['Jurij <nsubj', 'podaril', '>obj zapestnico']	S	V	O	SVO
Justin <nsubj pripelje >obj Janet	['Justin <nsubj', 'pripelje', '>obj Janet']	S	V	O	SVO
KDOR <nsubj IZRAŽA >obj NAČELA	['KDOR <nsubj', 'IZRAŽA', '>obj NAČELA']	S	V	O	SVO
KG <nsubj porabil >obj milijonov	['KG <nsubj', 'porabil', '>obj milijonov']	S	V	O	SVO
KRAJ <obj RHODES <nsubj POIMENOVAL	['KRAJ <obj', 'RHODES <nsubj', 'POIMENOVAL']	O	S	V	OSV
KVALITETE <obj OCENI >nsubj NADREJENI	['KVALITETE <obj', 'OCENI', '>nsubj NADREJENI']	O	V	S	OVS
KZS <nsubj organizirala >obj turnir	['KZS <nsubj', 'organizirala', '>obj turnir']	S	V	O	SVO
Kaartinen <nsubj predstavil >obj religijo	['Kaartinen <nsubj', 'predstavil', '>obj religijo']	S	V	O	SVO
Kaj <nsubj ostalo >obj zvezam	['Kaj <nsubj', 'ostalo', '>obj zvezam']	S	V	O	SVO
Kaj <nsubj vas <obj čaka	['Kaj <nsubj', 'vas <obj', 'čaka']	S	O	V	SOV
Kaj <nsubj čaka >obj Lesno	['Kaj <nsubj', 'čaka', '>obj Lesno']	S	V	O	SVO
Kaj <obj bi >nsubj bog	['Kaj <obj', 'bi', '>nsubj bog']	O	V	S	OVS
Kaj <obj bo >nsubj državljanstvo	['Kaj <obj', 'bo', '>nsubj državljanstvo']	O	V	S	OVS
Kaj <obj glista <nsubj želi	['Kaj <obj', 'glista <nsubj', 'želi']	O	S	V	OSV
Kaj <obj mama <nsubj mislila	['Kaj <obj', 'mama <nsubj', 'mislila']	O	S	V	OSV
Kaj <obj menijo >nsubj strokovnjaki	['Kaj <obj', 'menijo', '>nsubj strokovnjaki']	O	V	S	OVS
Kaj <obj naredi >nsubj ženska	['Kaj <obj', 'naredi', '>nsubj ženska']	O	V	S	OVS
Kaj <obj pomeni >nsubj reforma	['Kaj <obj', 'pomeni', '>nsubj reforma']	O	V	S	OVS
Kaj <obj to <nsubj pove	['Kaj <obj', 'to <nsubj', 'pove']	O	S	V	OSV
Kaj <obj vi <nsubj storite	['Kaj <obj', 'vi <nsubj', 'storite']	O	S	V	OSV
Kaj <obj čutijo >nsubj zaposleni	['Kaj <obj', 'čutijo', '>nsubj zaposleni']	O	V	S	OVS
Kaja <nsubj gleda >obj obraz	['Kaja <nsubj', 'gleda', '>obj obraz']	S	V	O	SVO
Kajenje <nsubj ima >obj vpliv	['Kajenje <nsubj', 'ima', '>obj vpliv']	S	V	O	SVO
Kandidati <nsubj pošljejo >obj prijave	['Kandidati <nsubj', 'pošljejo', '>obj prijave']	S	V	O	SVO
Kar <nsubj me <obj zaprepadlo	['Kar <nsubj', 'me <obj', 'zaprepadlo']	S	O	V	SOV
Kar <nsubj tiče >obj mone	['Kar <nsubj', 'tiče', '>obj mone']	S	V	O	SVO
Kar <nsubj uspelo >obj njemu	['Kar <nsubj', 'uspelo', '>obj njemu']	S	V	O	SVO
Kar <nsubj zadeva >obj izid	['Kar <nsubj', 'zadeva', '>obj izid']	S	V	O	SVO
Kar <nsubj zadeva >obj medije	['Kar <nsubj', 'zadeva', '>obj medije']	S	V	O	SVO
Kar <nsubj zadeva >obj podočnjake	['Kar <nsubj', 'zadeva', '>obj podočnjake']	S	V	O	SVO
Kar <nsubj zadeva >obj slednja	['Kar <nsubj', 'zadeva', '>obj slednja']	S	V	O	SVO
Kar <nsubj zadeva >obj te	['Kar <nsubj', 'zadeva', '>obj te']	S	V	O	SVO
Kar <nsubj zadeva >obj tujce	['Kar <nsubj', 'zadeva', '>obj tujce']	S	V	O	SVO
Kar <nsubj zadeva >obj zmogljivost	['Kar <nsubj', 'zadeva', '>obj zmogljivost']	S	V	O	SVO
Karel <nsubj zgradil >obj tabor	['Karel <nsubj', 'zgradil', '>obj tabor']	S	V	O	SVO
Karkoli <obj predsednik <nsubj rekel	['Karkoli <obj', 'predsednik <nsubj', 'rekel']	O	S	V	OSV
Karl <nsubj lotevajo >obj raziskave	['Karl <nsubj', 'lotevajo', '>obj raziskave']	S	V	O	SVO
Karl <nsubj objavila >obj manifest	['Karl <nsubj', 'objavila', '>obj manifest']	S	V	O	SVO
Karpo <nsubj najde >obj idej	['Karpo <nsubj', 'najde', '>obj idej']	S	V	O	SVO
Katalonijo <obj sestavljajo >nsubj province	['Katalonijo <obj', 'sestavljajo', '>nsubj province']	O	V	S	OVS
Katarina <nsubj zgradila >obj palačo	['Katarina <nsubj', 'zgradila', '>obj palačo']	S	V	O	SVO
Katastrofa <nsubj pokazala >obj samouničevalnost	['Katastrofa <nsubj', 'pokazala', '>obj samouničevalnost']	S	V	O	SVO
Kate <nsubj nekaj <obj zaslišala	['Kate <nsubj', 'nekaj <obj', 'zaslišala']	S	O	V	SOV
Kava <nsubj povečuje >obj izločanje	['Kava <nsubj', 'povečuje', '>obj izločanje']	S	V	O	SVO
Kdo <nsubj ima >obj pravico	['Kdo <nsubj', 'ima', '>obj pravico']	S	V	O	SVO
Kenneth <nsubj spoštuje >obj iskrenost	['Kenneth <nsubj', 'spoštuje', '>obj iskrenost']	S	V	O	SVO
Kisik <nsubj ima >obj izotope	['Kisik <nsubj', 'ima', '>obj izotope']	S	V	O	SVO
Klasifikacija <nsubj mrzlico <obj razvrsti	['Klasifikacija <nsubj', 'mrzlico <obj', 'razvrsti']	S	O	V	SOV
Klub <nsubj prireja >obj večer	['Klub <nsubj', 'prireja', '>obj večer']	S	V	O	SVO
Knjižnice <nsubj vsebujejo >obj zapise	['Knjižnice <nsubj', 'vsebujejo', '>obj zapise']	S	V	O	SVO
Kodeks <nsubj prepoveduje >obj sprejemanje	['Kodeks <nsubj', 'prepoveduje', '>obj sprejemanje']	S	V	O	SVO
Koksibi <nsubj te <obj zaščitijo	['Koksibi <nsubj', 'te <obj', 'zaščitijo']	S	O	V	SOV
Kolumb <nsubj dosegel >obj Azije	['Kolumb <nsubj', 'dosegel', '>obj Azije']	S	V	O	SVO
Komatsu <nsubj proizvajal >obj traktorje	['Komatsu <nsubj', 'proizvajal', '>obj traktorje']	S	V	O	SVO
Komatsu <nsubj prototip <obj izdelal	['Komatsu <nsubj', 'prototip <obj', 'izdelal']	S	O	V	SOV
Kombinacija <nsubj doseže >obj rezultate	['Kombinacija <nsubj', 'doseže', '>obj rezultate']	S	V	O	SVO
Komentar <obj podal >nsubj regulator	['Komentar <obj', 'podal', '>nsubj regulator']	O	V	S	OVS
Kominterna <nsubj spremenila >obj politiko	['Kominterna <nsubj', 'spremenila', '>obj politiko']	S	V	O	SVO
Komisija <nsubj imenuje >obj poročevalca	['Komisija <nsubj', 'imenuje', '>obj poročevalca']	S	V	O	SVO
Komisija <nsubj verjame >obj trditvi	['Komisija <nsubj', 'verjame', '>obj trditvi']	S	V	O	SVO
Komisija <nsubj zahtevo <obj zavrnila	['Komisija <nsubj', 'zahtevo <obj', 'zavrnila']	S	O	V	SOV
Komisijo <obj sestavljajo >nsubj ravnatelj	['Komisijo <obj', 'sestavljajo', '>nsubj ravnatelj']	O	V	S	OVS
Kompleks <nsubj obsega >obj cerkve	['Kompleks <nsubj', 'obsega', '>obj cerkve']	S	V	O	SVO
Konica <nsubj model <obj zamenjala	['Konica <nsubj', 'model <obj', 'zamenjala']	S	O	V	SOV
Končina <nsubj vzel >obj trditve	['Končina <nsubj', 'vzel', '>obj trditve']	S	V	O	SVO
Kopač <nsubj sprejemal >obj kompromise	['Kopač <nsubj', 'sprejemal', '>obj kompromise']	S	V	O	SVO
Korenina <nsubj uravnava >obj razmerje	['Korenina <nsubj', 'uravnava', '>obj razmerje']	S	V	O	SVO
Koreograf <nsubj pripravlja >obj premiero	['Koreograf <nsubj', 'pripravlja', '>obj premiero']	S	V	O	SVO
Koreografijo <obj pripravil >nsubj Marko	['Koreografijo <obj', 'pripravil', '>nsubj Marko']	O	V	S	OVS
Korun <nsubj ponudbo <obj odklonil	['Korun <nsubj', 'ponudbo <obj', 'odklonil']	S	O	V	SOV
Kostanj <nsubj dobil >obj ime	['Kostanj <nsubj', 'dobil', '>obj ime']	S	V	O	SVO
Kozmonavt <nsubj zapusti >obj plovilo	['Kozmonavt <nsubj', 'zapusti', '>obj plovilo']	S	V	O	SVO
Kozorog <nsubj poslužuje >obj oblik	['Kozorog <nsubj', 'poslužuje', '>obj oblik']	S	V	O	SVO
Košarkarji <nsubj doživeli >obj poraza	['Košarkarji <nsubj', 'doživeli', '>obj poraza']	S	V	O	SVO
Kralj <nsubj ponudbo <obj sprejel	['Kralj <nsubj', 'ponudbo <obj', 'sprejel']	S	O	V	SOV
Kralj <nsubj prispeval >obj donacijo	['Kralj <nsubj', 'prispeval', '>obj donacijo']	S	V	O	SVO
Kralj <nsubj zgradil >obj grad	['Kralj <nsubj', 'zgradil', '>obj grad']	S	V	O	SVO
Kraljico <obj ranil >nsubj častnik	['Kraljico <obj', 'ranil', '>nsubj častnik']	O	V	S	OVS
Kranjčani <nsubj dobili >obj gaj	['Kranjčani <nsubj', 'dobili', '>obj gaj']	S	V	O	SVO
